brand,model_year,fuel_type,transmission,ext_col,accident,Country_of_Origin,Engine_CC,Mileage_KM,Price_USD,base_model
BMW,2016,Gasoline,Automatic,Black,Accident Reported,Germany,3000.0,100584,40500.0,M4
Hyundai,2013,Gasoline,Automatic,Silver,Clean,South Korea,5000.0,115872,17500.0,Equus Signature
Mercedes-Benz,2020,Gasoline,Automatic,Black,Clean,Germany,3000.0,13478,69900.0,Amg E
BMW,2020,Gasoline,Automatic,Blue,Clean,Germany,4400.0,64374,53000.0,M550 I
Subaru,2014,Gasoline,Manual,Gray,Accident Reported,Japan,2500.0,123919,30000.0,Impreza Wrx
Mazda,2020,Gasoline,Automatic,Other,Clean,Japan,2500.0,57779,22966.0,Mazda6 Grand
Hyundai,2013,Gasoline,Automatic,Black,Clean,South Korea,1600.0,1287,9800.0,Veloster
Land,2023,Hybrid,Automatic,Other,Clean,UK,3000.0,9984,79998.0,Rover Defender
Kia,2020,Gasoline,Automatic,Black,Clean,South Korea,3800.0,111342,37405.0,Telluride Sx
Maserati,2015,Gasoline,Automatic,Black,Clean,Italy,4700.0,72420,41900.0,Granturismo
BMW,2020,Gasoline,Automatic,White,Clean,Germany,2000.0,60231,39998.0,540 I
Infiniti,2011,Gasoline,Automatic,Gray,Accident Reported,Japan,5600.0,220480,8500.0,M56
Chevrolet,2023,Gasoline,Automatic,Black,Accident Reported,USA,6200.0,6437,73900.0,Corvette Stingray
Audi,2023,Hybrid,Automatic,Black,Clean,Germany,2000.0,7480,47598.0,Q5 S
Lexus,2018,Gasoline,Automatic,White,Clean,Japan,4600.0,83847,38000.0,Gx 460
BMW,2014,Gasoline,Automatic,Brown,Clean,Germany,2000.0,80628,10795.0,X1 Sdrive28I
Alfa,2020,Gasoline,Automatic,White,Clean,Italy,2000.0,65983,32400.0,Romeo Stelvio
RAM,2021,Gasoline,Automatic,Black,Clean,USA,5700.0,114212,34000.0,1500 Big
BMW,2015,Gasoline,Automatic,White,Clean,Germany,3000.0,42808,53000.0,M4
Volvo,2018,Gasoline,Automatic,White,Clean,Sweden,2000.0,152887,18000.0,S90 T5
Subaru,2005,Gasoline,Manual,Black,Clean,Japan,2500.0,151278,19500.0,Impreza Wrx
BMW,2020,Gasoline,Automatic,Blue,Clean,Germany,3000.0,72543,57998.0,X6 Xdrive40I
Cadillac,2014,Gasoline,Automatic,Gold,Clean,USA,2000.0,177027,11000.0,Cts 2.0L
Land,2016,Gasoline,Automatic,Other,Clean,UK,2000.0,78991,21590.0,Rover Discovery
Genesis,2017,Gasoline,Automatic,Silver,Clean,South Korea,5000.0,102193,27500.0,G90 5.0
Mercedes-Benz,2009,Gasoline,Automatic,Black,Accident Reported,Germany,3500.0,34601,18000.0,Clk-Class Clk
Kia,2019,Gasoline,Automatic,Black,Clean,South Korea,1600.0,109702,20818.0,Optima Ex
Toyota,2018,Gasoline,Automatic,Black,Accident Reported,Japan,3500.0,86272,31853.0,Highlander
BMW,2020,Gasoline,Automatic,White,Accident Reported,Germany,2000.0,29290,29500.0,X1 Xdrive28I
Audi,2018,Gasoline,Automatic,Blue,Clean,Germany,2000.0,26393,42800.0,S3 Tech
Toyota,2022,Hybrid,Automatic,Orange,Clean,Japan,3400.0,11265,75500.0,Tundra Hybrid
Audi,2022,Gasoline,Automatic,Other,Clean,Germany,3000.0,13675,52900.0,Sq5 3.0T
Audi,2016,Gasoline,Automatic,White,Accident Reported,Germany,2000.0,109435,20000.0,A6
BMW,2007,Gasoline,Automatic,Black,Clean,Germany,3000.0,133575,8995.0,328 Xi
Audi,2018,Gasoline,Automatic,Gray,Clean,Germany,3000.0,40234,50000.0,Sq5 3.0T
Cadillac,2021,Diesel,Automatic,Other,Clean,USA,3000.0,25249,97952.0,Escalade Platinum
BMW,2014,Gasoline,Manual,Blue,Clean,Germany,3000.0,201892,17200.0,M235 I
Kia,2023,Gasoline,Automatic,Black,Clean,South Korea,3800.0,15807,50998.0,Telluride Sx
Chevrolet,2008,Gasoline,Automatic,White,Clean,USA,6000.0,231745,22000.0,Express 3500
GMC,2020,Gasoline,Automatic,White,Clean,USA,2500.0,49729,27654.0,Acadia Sle
BMW,2021,Gasoline,Automatic,Blue,Clean,Germany,2000.0,4010,41598.0,X3 Xdrive30I
Audi,2015,Gasoline,Automatic,Black,Accident Reported,Germany,2000.0,204000,14000.0,Tt
Subaru,2017,Gasoline,Automatic,Brown,Clean,Japan,3600.0,162028,20500.0,Outback 3.6R
Mitsubishi,2001,Gasoline,Automatic,Red,Clean,Japan,2400.0,145484,4495.0,Eclipse Spyder
BMW,2018,Gasoline,Automatic,Silver,Clean,Germany,4400.0,32991,67000.0,M5
Dodge,2011,Gasoline,Automatic,Black,Accident Reported,USA,5700.0,215652,10500.0,Ram 1500
Ford,2015,Plug-In Hybrid,Automatic,Blue,Accident Reported,USA,2000.0,135751,10000.0,Fusion Energi
Toyota,2022,Hybrid,Automatic,Orange,Clean,Japan,3400.0,30577,71000.0,Tundra Hybrid
Land,2015,Gasoline,Automatic,White,Clean,UK,2000.0,185959,17500.0,Rover Range
Lincoln,2009,Flex Fuel,Automatic,White,Accident Reported,USA,5400.0,308631,9750.0,Navigator
Mercedes-Benz,2017,Diesel,Automatic,Black,Clean,Germany,3000.0,200572,75000.0,Sprinter 3500
Mercedes-Benz,2019,Gasoline,Automatic,White,Clean,Germany,4000.0,27359,95000.0,Amg E
BMW,2018,Gasoline,Automatic,Black,Clean,Germany,3000.0,118286,32000.0,440 I
Acura,1998,Gasoline,Automatic,Red,Accident Reported,Japan,1800.0,193121,5500.0,Integra Ls
Audi,2019,Gasoline,Automatic,Other,Clean,Germany,3000.0,118829,36340.0,Q7 55
BMW,2014,Gasoline,Automatic,Silver,Clean,Germany,4400.0,47476,40999.0,M6
Volkswagen,2021,Gasoline,Automatic,Other,Clean,Germany,2000.0,21908,29798.0,Arteon
Infiniti,2015,Gasoline,Automatic,Silver,Clean,Japan,3700.0,230538,11500.0,Q40
BMW,2006,Gasoline,Automatic,Green,Accident Reported,Germany,3000.0,74847,11500.0,Z4 3.0I
BMW,2015,Gasoline,Automatic,Red,Clean,Germany,4400.0,30016,59549.0,M6
BMW,2019,Gasoline,Automatic,White,Clean,Germany,3000.0,58641,39998.0,X3 M40I
Kia,2014,Gasoline,Automatic,White,Clean,South Korea,2400.0,75040,15363.0,Sorento Lx
BMW,2015,Gasoline,Manual,Black,Clean,Germany,2000.0,92618,29995.0,Z4 Sdrive28I
Cadillac,2017,Gasoline,Automatic,Black,Clean,USA,6200.0,78214,60999.0,Cts-V
Ford,2020,Gasoline,Automatic,White,Clean,USA,2500.0,191511,18000.0,Transit Connect
Land,2020,Gasoline,Automatic,White,Clean,UK,5000.0,58741,72000.0,Rover Range
Lexus,2010,Gasoline,Automatic,Black,Accident Reported,Japan,2500.0,195132,13250.0,Is 250
BMW,2023,Hybrid,Automatic,Gray,Clean,Germany,3000.0,3922,78350.0,X7 Xdrive40I
Volvo,2018,Gasoline,Automatic,Gray,Accident Reported,Sweden,2000.0,177639,22000.0,Xc90 T6
Hyundai,2008,Gasoline,Automatic,Black,Clean,South Korea,2700.0,239792,3850.0,Tucson
Dodge,2021,Gasoline,Automatic,Black,Clean,USA,3600.0,23632,37995.0,Durango Gt
Mercedes-Benz,2017,Gasoline,Automatic,White,Accident Reported,Germany,3000.0,62764,39000.0,Amg C
GMC,2019,Gasoline,Automatic,White,Clean,USA,5300.0,104948,42995.0,Yukon Xl
Audi,2020,Gasoline,Automatic,Gray,Clean,Germany,4000.0,67361,91500.0,Rs Q8
Toyota,2019,Hybrid,Automatic,Gray,Clean,Japan,2500.0,86904,33000.0,Rav4 Hybrid
Alfa,2019,Gasoline,Automatic,Gray,Clean,Italy,2900.0,42648,53900.0,Romeo Stelvio
Land,2020,Gasoline,Automatic,Other,Clean,UK,2000.0,61728,36598.0,Rover Range
Alfa,2020,Gasoline,Automatic,Other,Clean,Italy,2000.0,34580,35345.0,Romeo Stelvio
Cadillac,2007,Gasoline,Automatic,Black,Clean,USA,6200.0,159325,22999.0,Escalade Ext
Ford,2019,Flex Fuel,Automatic,Black,Clean,USA,6200.0,57288,47756.0,F-250 Lariat
Nissan,2005,Gasoline,Automatic,Blue,Clean,Japan,3500.0,209708,9950.0,350Z Enthusiast
Subaru,2010,Gasoline,Automatic,Blue,Clean,Japan,2500.0,286463,7600.0,Legacy 2.5
Honda,2003,Gasoline,Automatic,White,Accident Reported,Japan,1700.0,257921,3000.0,Civic Lx
Maserati,2016,Gasoline,Automatic,Gray,Clean,Italy,3000.0,1609,36000.0,Ghibli S
Jeep,2022,Gasoline,Automatic,Other,Clean,USA,5700.0,47958,58900.0,Wagoneer Series
Maserati,2017,Gasoline,Automatic,White,Clean,Italy,3000.0,80065,27995.0,Ghibli S
Lexus,2002,Gasoline,Automatic,Silver,Clean,Japan,3000.0,194730,6348.0,Rx 300
Lincoln,2005,Gasoline,Automatic,Black,Clean,USA,4600.0,225308,2000.0,Aviator Luxury
Cadillac,2016,Gasoline,Automatic,Red,Accident Reported,USA,3600.0,99053,19998.0,Srx Luxury
Lincoln,2016,Gasoline,Automatic,Silver,Clean,USA,3500.0,61316,21000.0,Mks Ecoboost
Toyota,2010,Gasoline,Manual,Red,Clean,Japan,1500.0,222203,5000.0,Yaris
Mercedes-Benz,2019,Gasoline,Automatic,Black,Accident Reported,Germany,4000.0,64374,72000.0,Amg E
Mercedes-Benz,2022,Hybrid,Automatic,Other,Clean,Germany,3000.0,66860,71998.0,Gls 450
Hyundai,2014,Gasoline,Manual,Blue,Clean,South Korea,1600.0,205996,11000.0,Veloster Turbo
Toyota,2019,Gasoline,Automatic,Black,Clean,Japan,4000.0,77499,40368.0,4Runner
Audi,2017,Gasoline,Automatic,White,Clean,Germany,4000.0,62879,67900.0,Rs 7
Mazda,1999,Gasoline,Manual,Green,Accident Reported,Japan,1800.0,155591,12900.0,Mx-5 Miata
Mercedes-Benz,2017,Gasoline,Automatic,White,Accident Reported,Germany,3000.0,86100,33999.0,Amg C
Chevrolet,2007,Gasoline,Manual,Orange,Clean,USA,7000.0,17743,47500.0,Corvette Z06
Ford,2021,Diesel,Automatic,White,Accident Reported,USA,6700.0,70811,73000.0,F-250 King
Volkswagen,2022,Gasoline,Automatic,Blue,Clean,Germany,2000.0,17703,27900.0,Tiguan
BMW,2012,Gasoline,Automatic,Black,Clean,Germany,4400.0,165762,16000.0,750 Li
Lexus,2018,Gasoline,Automatic,Red,Clean,Japan,4600.0,102998,37300.0,Gx 460
Audi,2017,Gasoline,Automatic,Gray,Clean,Germany,3000.0,173809,25999.0,Q7 3.0T
Alfa,2018,Gasoline,Automatic,White,Accident Reported,Italy,2000.0,59618,26600.0,Romeo Stelvio
Land,2023,Hybrid,Automatic,Black,Clean,UK,3000.0,8744,95998.0,Rover Defender
BMW,2019,Gasoline,Automatic,Black,Clean,Germany,4400.0,46259,50998.0,750 I
BMW,2015,Gasoline,Automatic,White,Clean,Germany,3000.0,105895,44950.0,M3
Lexus,2011,Gasoline,Automatic,Gray,Accident Reported,Japan,2500.0,173516,11400.0,Is 250
Land,2016,Gasoline,Automatic,White,Clean,UK,2000.0,127943,19000.0,Rover Range
Lexus,2018,Gasoline,Automatic,Black,Clean,Japan,5000.0,59546,63997.0,Lc 500
GMC,2005,Gasoline,Automatic,Silver,Accident Reported,USA,5300.0,212111,5800.0,Sierra 1500
Lexus,2008,Gasoline,Automatic,Red,Clean,Japan,3500.0,234964,8995.0,Es 350
Nissan,2010,Gasoline,Manual,Silver,Clean,Japan,3700.0,46671,29000.0,370Z Nismo
Dodge,2004,Gasoline,Automatic,Black,Clean,USA,5700.0,227253,5700.0,Ram 1500
Ford,2016,Gasoline,Automatic,White,Clean,USA,3500.0,137201,19995.0,Expedition
Infiniti,2015,Gasoline,Automatic,Gray,Clean,Japan,3700.0,140027,17800.0,Qx70
Lincoln,2016,Gasoline,Automatic,Red,Clean,USA,3500.0,254276,19780.0,Navigator Select
Volvo,2020,Gasoline,Automatic,White,Clean,Sweden,2000.0,16898,36000.0,V60 Cross
Audi,2018,Gasoline,Automatic,Silver,Clean,Germany,3000.0,73777,37000.0,A7 3.0T
Ford,2021,Gasoline,Automatic,Blue,Clean,USA,1500.0,24459,31621.0,Bronco Outer
Volkswagen,2001,Gasoline,Automatic,Silver,Clean,Germany,2800.0,354055,5500.0,Eurovan Mv
Jaguar,2017,Gasoline,Automatic,Black,Clean,UK,5000.0,93342,51500.0,F-Type R
Land,2020,Hybrid,Automatic,Silver,Clean,UK,2000.0,48963,44998.0,Rover Range
RAM,2021,Gasoline,Automatic,Red,Clean,USA,5700.0,61174,45277.0,1500 Laramie
BMW,2021,Gasoline,Automatic,Black,Clean,Germany,6600.0,17828,91900.0,M760 I
Lexus,2018,Gasoline,Automatic,White,Clean,Japan,5700.0,80467,65000.0,Lx 570
Land,2019,Gasoline,Automatic,White,Clean,UK,2000.0,93342,38000.0,Rover Range
Acura,2023,Gasoline,Automatic,White,Clean,Japan,3500.0,5496,54998.0,Mdx W/Technology
Lexus,2018,Gasoline,Automatic,Black,Clean,Japan,5000.0,98170,65000.0,Lc 500
Audi,2019,Gasoline,Automatic,Gray,Accident Reported,Germany,3000.0,78053,43500.0,Sq5 3.0T
Land,2018,Gasoline,Automatic,Silver,Accident Reported,UK,2000.0,105701,34900.0,Rover Range
RAM,2020,Gasoline,Automatic,White,Clean,USA,5700.0,71394,50658.0,1500
Audi,2019,Gasoline,Automatic,Other,Clean,Germany,3000.0,29939,42900.0,S4 3.0T
Audi,2020,Hybrid,Automatic,Black,Clean,Germany,4000.0,57935,59598.0,A8 4.0
Cadillac,2021,Gasoline,Automatic,Black,Clean,USA,6200.0,12946,93000.0,Escalade Esv
Mercedes-Benz,2016,Gasoline,Automatic,Red,Clean,Germany,4000.0,15672,85500.0,Amg Gt
BMW,2009,Gasoline,Automatic,Gray,Accident Reported,Germany,4000.0,180246,28000.0,M3
Honda,2009,Gasoline,Automatic,Silver,Clean,Japan,2400.0,269243,6250.0,Accord Ex-L
Cadillac,2015,Gasoline,Automatic,Black,Accident Reported,USA,6200.0,114263,35999.0,Escalade
Acura,2020,Gasoline,Automatic,Silver,Clean,Japan,2000.0,49914,36570.0,Rdx Technology
BMW,2022,Gasoline,Automatic,Orange,Clean,Germany,2000.0,53108,29999.0,X2 Xdrive28I
Buick,2013,Flex Fuel,Automatic,Silver,Clean,USA,2400.0,109958,11995.0,Verano Convenience
RAM,2021,Gasoline,Automatic,Gray,Accident Reported,USA,6400.0,55305,48000.0,2500 Tradesman
Mercedes-Benz,2018,Gasoline,Automatic,Black,Clean,Germany,2000.0,51499,44900.0,Metris
Land,2020,Gasoline,Automatic,Other,Clean,UK,2000.0,64755,36998.0,Rover Range
Volvo,2020,Gasoline,Automatic,Black,Clean,Sweden,2000.0,36210,50000.0,Xc90 T6
Ford,2020,Gasoline,Automatic,Black,Accident Reported,USA,3500.0,94468,48999.0,Expedition King
Toyota,2006,Hybrid,Automatic,Gold,Accident Reported,Japan,3300.0,426303,5000.0,Highlander Hybrid
Toyota,2005,Gasoline,Automatic,Blue,Clean,Japan,4700.0,337157,8500.0,Tundra Sr5
Ford,2023,Gasoline,Automatic,Blue,Clean,USA,3500.0,314,87500.0,Transit-350
Chevrolet,2016,Diesel,Automatic,White,Clean,USA,6600.0,193121,19500.0,Express 3500
Jeep,2021,Hybrid,Automatic,White,Clean,USA,2000.0,54241,42998.0,Wrangler Unlimited
BMW,2023,Hybrid,Automatic,Black,Clean,Germany,3000.0,4748,87000.0,X7 Xdrive40I
Mercedes-Benz,2021,Gasoline,Automatic,Other,Clean,Germany,3000.0,28958,87500.0,Amg Gt
Toyota,2020,Gasoline,Automatic,Gray,Clean,Japan,5700.0,70974,45423.0,Tundra
BMW,2021,Gasoline,Automatic,Gray,Clean,Germany,2000.0,41711,32000.0,X1 Xdrive28I
BMW,2008,Gasoline,Automatic,White,Clean,Germany,3000.0,140013,15300.0,135 I
Mazda,2018,Gasoline,Automatic,Blue,Clean,Japan,2500.0,45597,20500.0,Mazda3 Touring
Audi,2018,Gasoline,Automatic,White,Clean,Germany,3000.0,47144,39999.0,A7 3.0T
Saturn,2008,Gasoline,Automatic,Blue,Clean,USA,2000.0,59546,14995.0,Sky Red
BMW,2005,Gasoline,Automatic,White,Clean,Germany,2500.0,222089,9950.0,Z4 2.5I
Volvo,2020,Plug-In Hybrid,Automatic,Blue,Clean,Sweden,2000.0,71595,65000.0,Xc90 Hybrid
Acura,2021,Gasoline,Automatic,Red,Clean,Japan,2000.0,27162,38781.0,Tlx A-Spec
Acura,2022,Gasoline,Automatic,Black,Clean,Japan,3500.0,48565,46598.0,Mdx W/Technology
Chevrolet,2021,Gasoline,Automatic,Black,Accident Reported,USA,6200.0,85295,67100.0,Tahoe High
Chevrolet,2022,Gasoline,Automatic,Other,Clean,USA,3600.0,51687,33299.0,Traverse Ls
BMW,2013,Gasoline,Automatic,Gold,Clean,Germany,4400.0,127687,16800.0,550 Gran
Land,2007,Gasoline,Automatic,White,Clean,UK,4400.0,354055,5750.0,Rover Range
BMW,2021,Gasoline,Automatic,Blue,Clean,Germany,2000.0,27198,43000.0,430 I
Porsche,2007,Gasoline,Manual,Black,Accident Reported,Germany,2700.0,120921,24999.0,Cayman
Ford,2021,Gasoline,Automatic,Black,Clean,USA,3500.0,60502,62595.0,Expedition Max
Mercedes-Benz,2021,Gasoline,Automatic,Black,Clean,Germany,2000.0,20553,42598.0,Glc 300
Ford,2012,Gasoline,Manual,Silver,Clean,USA,5400.0,10300,48000.0,Mustang Shelby
Nissan,2009,Gasoline,Automatic,Silver,Clean,Japan,3700.0,128575,15900.0,370Z
Toyota,2014,Gasoline,Automatic,Black,Clean,Japan,5700.0,200907,33000.0,Sequoia Platinum
Nissan,2020,Gasoline,Automatic,Black,Clean,Japan,5600.0,23099,63900.0,Nv Passenger
Ford,2022,Gasoline,Automatic,White,Clean,USA,2500.0,36991,33500.0,Transit Connect
Infiniti,2014,Gasoline,Automatic,White,Clean,Japan,5600.0,260542,18900.0,Qx80
Aston,2008,Gasoline,Automatic,White,Accident Reported,UK,4300.0,40274,39000.0,Martin Vantage
Lotus,2017,Gasoline,Manual,Silver,Clean,UK,3500.0,31624,69250.0,Evora 400
Land,2020,Gasoline,Automatic,Red,Clean,UK,2000.0,47476,45000.0,Rover Range
Nissan,2007,Gasoline,Manual,Gray,Accident Reported,Japan,4000.0,212871,6700.0,Xterra S
Dodge,2012,Gasoline,Automatic,White,Accident Reported,USA,5700.0,196339,13500.0,Charger R/T
Buick,2022,Gasoline,Automatic,White,Clean,USA,1300.0,29266,31755.0,Encore Gx
Jeep,2022,Gasoline,Automatic,Other,Clean,USA,6400.0,29657,83998.0,Grand Wagoneer
Nissan,2023,Gasoline,Manual,Yellow,Clean,Japan,3000.0,861,65990.0,Z Proto
Land,2013,Gasoline,Automatic,White,Clean,UK,5000.0,131399,15900.0,Rover Range
Porsche,2003,Gasoline,Manual,Silver,Accident Reported,Germany,3200.0,222414,22550.0,Boxster S
Bentley,2004,Gasoline,Automatic,Silver,Clean,UK,6000.0,112010,37900.0,Continental Gt
Jaguar,2018,Gasoline,Automatic,White,Clean,UK,5000.0,64213,53600.0,F-Type R
Cadillac,2021,Gasoline,Automatic,White,Clean,USA,6200.0,58741,85000.0,Escalade Esv
Audi,2018,Gasoline,Automatic,Gray,Clean,Germany,2000.0,68638,31990.0,Tt
Jeep,2020,Gasoline,Automatic,Black,Clean,USA,2000.0,110748,35297.0,Wrangler Unlimited
Audi,2016,Gasoline,Automatic,Black,Clean,Germany,4000.0,146752,29995.0,S6 4.0T
GMC,2015,Flex Fuel,Automatic,Black,Clean,USA,6000.0,187021,31900.0,Sierra 2500
Mazda,2024,Gasoline,Automatic,Other,Clean,Japan,2500.0,6244,52991.0,Cx-90
Ford,2017,Plug-In Hybrid,Automatic,Gray,Accident Reported,USA,2000.0,108601,11499.0,C-Max Energi
Cadillac,2018,Gasoline,Automatic,Black,Clean,USA,6200.0,108994,52000.0,Escalade Esv
Audi,2008,Gasoline,Manual,Black,Accident Reported,Germany,3200.0,333133,10500.0,Tt 3.2
Hyundai,2021,Gasoline,Automatic,Other,Accident Reported,South Korea,2500.0,57212,25987.0,Santa Fe
Mercedes-Benz,2016,Gasoline,Automatic,Black,Clean,Germany,5500.0,70811,46599.0,Amg Gle
Mercedes-Benz,2015,Gasoline,Automatic,White,Clean,Germany,4700.0,18103,54500.0,Sl-Class Sl
Acura,2014,Gasoline,Automatic,Green,Accident Reported,Japan,3500.0,179683,17500.0,Mdx Technology
RAM,2019,Diesel,Automatic,Other,Clean,USA,6700.0,29815,67999.0,2500 Laramie
Audi,2012,Gasoline,Automatic,Black,Clean,Germany,3000.0,166200,15500.0,A7
BMW,2023,Gasoline,Manual,Gray,Clean,Germany,3000.0,1867,73600.0,M2
RAM,2019,Gasoline,Automatic,Black,Clean,USA,5700.0,173348,34918.0,1500 Laramie
Audi,2013,Gasoline,Automatic,Brown,Clean,Germany,2000.0,179881,17000.0,Q5
Cadillac,2019,Gasoline,Automatic,Black,Accident Reported,USA,3600.0,86908,22500.0,Xts Luxury
Volkswagen,2016,Gasoline,Automatic,Gray,Accident Reported,Germany,1400.0,140013,13000.0,Jetta 1.4T
Ford,2016,Gasoline,Manual,Blue,Clean,USA,2300.0,79984,31700.0,Focus Rs
Mercedes-Benz,2017,Gasoline,Automatic,Gray,Clean,Germany,4000.0,55522,64600.0,Amg C
Ford,2021,Gasoline,Automatic,Other,Accident Reported,USA,1500.0,51063,29614.0,Bronco Big
Jeep,2021,Gasoline,Automatic,Red,Clean,USA,3600.0,11890,43663.0,Gladiator Overland
BMW,2017,Plug-In Hybrid,Automatic,Silver,Clean,Germany,2000.0,66868,20995.0,330E Iperformance
Mercedes-Benz,2018,Gasoline,Automatic,Gray,Clean,Germany,2000.0,71593,25625.0,Glc 300
Acura,2013,Gasoline,Automatic,Black,Clean,Japan,3700.0,33394,33000.0,Mdx 3.7L
Genesis,2022,Gasoline,Automatic,Green,Clean,South Korea,3300.0,19312,41000.0,G70 3.3T
Lexus,2021,Gasoline,Automatic,Black,Clean,Japan,5700.0,22862,98000.0,Lx 570
Jeep,2022,Gasoline,Automatic,Gray,Clean,USA,3600.0,51016,43500.0,Grand Cherokee
Hyundai,2022,Plug-In Hybrid,Automatic,Blue,Accident Reported,South Korea,1600.0,20992,24999.0,Ioniq Plug-In
Kia,2009,Gasoline,Automatic,Gold,Clean,South Korea,2700.0,162109,6975.0,Sportage Lx
BMW,2023,Plug-In Hybrid,Automatic,Blue,Clean,Germany,3000.0,8591,76500.0,X5 Phev
Ford,2014,Gasoline,Automatic,White,Clean,USA,5400.0,137034,23598.0,Expedition El
BMW,2018,Gasoline,Automatic,Gray,Clean,Germany,4400.0,77717,67250.0,X6 M
Volkswagen,2001,Gasoline,Automatic,Blue,Clean,Germany,2800.0,180064,14000.0,Eurovan Mv
Rolls-Royce,2010,Gasoline,Automatic,Silver,Clean,UK,6600.0,127138,69000.0,Ghost
Lincoln,2016,Gasoline,Automatic,Gray,Clean,USA,3500.0,201168,26500.0,Navigator Reserve
Mercedes-Benz,2022,Gasoline,Automatic,Black,Accident Reported,Germany,2000.0,22172,39777.0,Gla 250
RAM,2022,Gasoline,Automatic,Black,Clean,USA,3600.0,24011,41741.0,1500 Big
Jeep,2022,Gasoline,Automatic,Black,Clean,USA,3600.0,23540,56740.0,Grand Cherokee
Volvo,2010,Gasoline,Automatic,Brown,Clean,Sweden,3200.0,144921,5800.0,S80 3.2
Subaru,2014,Gasoline,Manual,Blue,Accident Reported,Japan,2000.0,72420,25000.0,Brz
Chevrolet,1998,Gasoline,Automatic,Red,Clean,USA,5700.0,12337,39500.0,Corvette
Hummer,2006,Gasoline,Automatic,Red,Clean,USA,6000.0,144680,29994.0,H2 Sut
Ford,2011,Gasoline,Automatic,Black,Accident Reported,USA,3700.0,212433,10999.0,Edge
GMC,2010,Gasoline,Automatic,Red,Clean,USA,2400.0,52548,6500.0,Terrain Slt
Jeep,2022,Gasoline,Automatic,Black,Clean,USA,3600.0,17967,37500.0,Grand Cherokee
BMW,2020,Gasoline,Automatic,Silver,Clean,Germany,3000.0,36460,63999.0,M4
Chevrolet,2021,Gasoline,Manual,Black,Clean,USA,3600.0,16576,29900.0,Camaro 1Lt
BMW,2018,Gasoline,Automatic,Blue,Clean,Germany,4400.0,77248,54000.0,X6 M
Mercedes-Benz,2007,Gasoline,Automatic,Silver,Accident Reported,Germany,5500.0,222089,10000.0,Clk-Class 550
RAM,2022,Gasoline,Automatic,Red,Clean,USA,6200.0,38718,81900.0,1500 Trx
Audi,2016,Gasoline,Automatic,Gray,Clean,Germany,4000.0,50694,67000.0,Rs 7
Porsche,2020,Gasoline,Automatic,Other,Clean,Germany,3000.0,31706,55998.0,Macan S
Genesis,2022,Gasoline,Automatic,White,Clean,South Korea,3500.0,16415,50500.0,Gv70 3.5T
Aston,2008,Gasoline,Manual,Red,Accident Reported,UK,4300.0,100387,33995.0,Martin Vantage
Nissan,2006,Gasoline,Manual,Silver,Clean,Japan,3500.0,135506,10200.0,350Z Touring
Toyota,2013,Flex Fuel,Automatic,White,Accident Reported,Japan,5700.0,223215,18800.0,Sequoia Sr5
Chevrolet,2021,Gasoline,Automatic,Gray,Clean,USA,5300.0,66063,62900.0,Tahoe Premier
Jeep,2020,Gasoline,Automatic,Other,Clean,USA,2400.0,63073,24590.0,Compass
BMW,2022,Gasoline,Automatic,Black,Clean,Germany,2000.0,12485,47998.0,430 430I
Ford,2021,Gasoline,Automatic,Other,Clean,USA,1500.0,50942,33410.0,Bronco Outer
Mercedes-Benz,2017,Gasoline,Automatic,White,Accident Reported,Germany,4000.0,101388,42000.0,Amg C
Volvo,2005,Gasoline,Manual,Red,Clean,Sweden,2500.0,414727,3550.0,S40 T5
Mercedes-Benz,2017,Gasoline,Automatic,White,Accident Reported,Germany,3500.0,91732,29500.0,Gle 350
Chevrolet,2017,Gasoline,Automatic,Gray,Clean,USA,5300.0,143231,29999.0,Silverado 1500
Chevrolet,2015,Gasoline,Automatic,Black,Clean,USA,5300.0,216456,28000.0,Tahoe Ltz
Acura,2022,Gasoline,Automatic,Black,Clean,Japan,3500.0,25580,47950.0,Mdx Technology
Genesis,2022,Gasoline,Automatic,White,Clean,South Korea,2500.0,32700,44249.0,Gv70 2.5T
Pontiac,1999,Gasoline,Automatic,White,Accident Reported,USA,3800.0,254276,2500.0,Firebird
Lexus,2021,Gasoline,Automatic,Black,Clean,Japan,4600.0,65832,51998.0,Gx 460
BMW,2020,Gasoline,Automatic,Blue,Clean,Germany,4400.0,54314,85998.0,Alpina B7
BMW,2023,Gasoline,Automatic,Gray,Clean,Germany,3000.0,1802,92900.0,M4 Competition
Jeep,2021,Gasoline,Automatic,Silver,Clean,USA,3600.0,41984,38383.0,Grand Cherokee
Kia,2022,Gasoline,Automatic,Silver,Accident Reported,South Korea,2000.0,24060,24000.0,Forte Gt-Line
Kia,2018,Gasoline,Automatic,Other,Clean,South Korea,2000.0,76389,14699.0,Forte Lx
RAM,2021,Gasoline,Automatic,White,Clean,USA,3600.0,29773,41950.0,Promaster 3500
Volkswagen,2021,Gasoline,Automatic,Black,Clean,Germany,3600.0,39583,38322.0,Atlas Cross
